,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
3229,ZCTA5 13027,13860,10140,256,1957,3102,4825,3720,203,1100,1443,974,13027,13401,0.9668831168831169
3230,ZCTA5 07980,815,642,17,72,192,361,173,10,31,99,33,7980,788,0.9668711656441717
3231,ZCTA5 10128,30691,10129,77,480,613,8959,20562,940,1597,2038,15987,10128,29674,0.9668632498126487
3232,ZCTA5 16729,362,287,4,151,80,52,75,8,40,12,15,16729,350,0.9668508287292817
3233,ZCTA5 67037,10708,7993,197,1465,2920,3411,2715,158,672,1066,819,67037,10353,0.9668472170339932
3234,ZCTA5 48187,18278,12925,323,1684,3406,7512,5353,283,1186,1928,1956,48187,17672,0.9668453878980194
3235,ZCTA5 53516,935,806,18,227,280,281,129,13,54,35,27,53516,904,0.9668449197860962
3236,ZCTA5 37212,6967,2655,46,164,520,1925,4312,185,284,746,3097,37212,6736,0.9668436916893929
3237,ZCTA5 54005,1206,991,32,459,373,127,215,8,101,78,28,54005,1166,0.966832504145937
3238,ZCTA5 10567,6812,6079,194,1075,1185,3625,733,32,300,172,229,10567,6586,0.966823253082795
3239,ZCTA5 92549,1145,746,0,43,252,451,399,38,102,159,100,92549,1107,0.9668122270742358
3240,ZCTA5 58503,13588,10117,241,1652,3437,4787,3471,210,994,1386,881,58503,13137,0.9668089490727112
3241,ZCTA5 77019,10935,5643,11,152,810,4670,5292,352,215,741,3984,77019,10572,0.9668038408779149
3242,ZCTA5 52003,5361,4567,104,1373,1317,1773,794,74,237,266,217,52003,5183,0.9667972393210222
3243,ZCTA5 61375,512,499,17,143,205,134,13,0,9,4,0,61375,495,0.966796875
3244,ZCTA5 86351,3252,2364,64,302,794,1204,888,44,123,460,261,86351,3144,0.966789667896679
3245,ZCTA5 44050,2348,1948,59,731,829,329,400,19,190,150,41,44050,2270,0.9667802385008518
3246,ZCTA5 59801,14237,5701,153,783,1485,3280,8536,320,1776,3545,2895,59801,13764,0.966776708576245
3247,ZCTA5 08080,13028,11452,361,2784,3091,5216,1576,72,573,608,323,8080,12595,0.9667638931532084
3248,ZCTA5 01337,1053,838,17,262,283,276,215,18,97,77,23,1337,1018,0.9667616334283001
3249,ZCTA5 92382,1835,1205,39,222,647,297,630,22,125,397,86,92382,1774,0.9667574931880109
3250,ZCTA5 07670,4600,3573,48,163,323,3039,1027,105,43,64,815,7670,4447,0.9667391304347827
3251,ZCTA5 32940,15694,12890,522,1718,4003,6647,2804,0,550,933,1321,32940,15172,0.9667388811010578
3252,ZCTA5 84065,11363,9990,257,1678,4120,3935,1373,121,390,584,278,84065,10985,0.9667341371116782
3253,ZCTA5 67205,6312,5436,191,491,1450,3304,876,19,211,325,321,67205,6102,0.9667300380228137
3254,ZCTA5 84660,10880,8330,225,1377,3368,3360,2550,137,830,1281,302,84660,10518,0.9667279411764705
3255,ZCTA5 44262,2013,1596,51,505,475,565,417,16,214,125,62,44262,1946,0.9667163437655241
3256,ZCTA5 13624,2013,1534,27,471,572,464,479,40,162,187,90,13624,1946,0.9667163437655241
3257,ZCTA5 27865,811,720,27,204,330,159,91,0,19,64,8,27865,784,0.966707768187423
3258,ZCTA5 02532,5707,4473,126,1148,1254,1945,1234,64,529,433,208,2532,5517,0.9667075521289644
3259,ZCTA5 41075,6636,4587,88,705,1150,2644,2049,133,328,816,772,41075,6415,0.9666968053044003
3260,ZCTA5 49331,6485,5315,131,1130,2385,1669,1170,85,359,498,228,49331,6269,0.966692367000771
3261,ZCTA5 61073,6995,5924,172,1296,2107,2349,1071,61,280,460,270,61073,6762,0.9666904932094353
3262,ZCTA5 73072,17051,9962,285,847,2442,6388,7089,283,1390,3073,2343,73072,16483,0.9666881707817724
3263,ZCTA5 72714,5193,4438,165,983,1484,1806,755,8,261,291,195,72714,5020,0.966685923358367
3264,ZCTA5 78253,12812,10359,400,1332,3479,5148,2453,27,298,1245,883,78253,12385,0.9666718701217608
3265,ZCTA5 04461,1170,897,39,385,321,152,273,0,0,130,143,4461,1131,0.9666666666666667
3266,ZCTA5 03464,420,382,14,76,173,119,38,0,22,16,0,3464,406,0.9666666666666667
3267,ZCTA5 17319,4498,3676,72,1373,1161,1070,822,78,385,278,81,17319,4348,0.966651845264562
3268,ZCTA5 43155,959,781,29,356,254,142,178,3,102,61,12,43155,927,0.9666319082377477
3269,ZCTA5 07082,1617,1526,45,239,348,894,91,9,7,6,69,7082,1563,0.9666048237476809
3270,ZCTA5 90503,16738,8456,221,1098,1974,5163,8282,338,1260,2052,4632,90503,16179,0.9666029394192854
3271,ZCTA5 89052,21558,13983,405,1877,4369,7332,7575,315,1618,2653,2989,89052,20838,0.9666017255775118
3272,ZCTA5 80503,13345,9165,138,803,1909,6315,4180,308,744,1315,1813,80503,12899,0.9665792431622331
3273,ZCTA5 07924,2633,2254,14,91,288,1861,379,74,148,58,99,7924,2545,0.9665780478541588
3274,ZCTA5 22181,5206,4420,79,171,448,3722,786,95,0,97,594,22181,5032,0.9665770265078756
3275,ZCTA5 54009,1047,816,29,257,281,249,231,6,120,94,11,54009,1012,0.9665711556829035
3276,ZCTA5 04069,628,553,10,110,135,298,75,11,10,26,28,4069,607,0.9665605095541401
3277,ZCTA5 44202,7803,6558,153,1129,1579,3697,1245,108,272,330,535,44202,7542,0.9665513264129181
3278,ZCTA5 98101,8640,1610,0,56,255,1299,7030,289,740,2118,3883,98101,8351,0.966550925925926
3279,ZCTA5 77346,20953,17458,534,2616,6249,8059,3495,167,722,1375,1231,77346,20252,0.9665441702858779
3280,ZCTA5 68505,7023,4227,131,964,1501,1631,2796,104,677,1119,896,68505,6788,0.966538516303574
3281,ZCTA5 80923,10310,7550,278,767,2588,3917,2760,67,310,1172,1211,80923,9965,0.966537342386033
3282,ZCTA5 89423,4542,3792,115,385,1595,1697,750,37,156,373,184,89423,4390,0.9665345662703655
3283,ZCTA5 02645,4183,3564,126,713,858,1867,619,14,214,216,175,2645,4043,0.9665311977049964
3284,ZCTA5 37377,5616,4695,105,450,1055,3085,921,83,141,303,394,37377,5428,0.9665242165242165
3285,ZCTA5 54474,1762,1202,48,393,441,320,560,11,208,245,96,54474,1703,0.9665153234960272
3286,ZCTA5 68114,8152,4085,139,495,1295,2156,4067,134,868,1482,1583,68114,7879,0.9665112855740923
3287,ZCTA5 62682,388,334,6,196,69,63,54,7,34,13,0,62682,375,0.9664948453608248
3288,ZCTA5 81645,388,221,0,24,47,150,167,13,13,53,88,81645,375,0.9664948453608248
3289,ZCTA5 85044,17072,10090,245,1120,2923,5802,6982,327,1248,2815,2592,85044,16500,0.9664948453608248
3290,ZCTA5 03908,2865,2173,42,404,554,1173,692,54,64,375,199,3908,2769,0.9664921465968587
3291,ZCTA5 12056,746,658,10,188,173,287,88,15,58,0,15,12056,721,0.9664879356568364
3292,ZCTA5 53070,1850,1530,36,563,468,463,320,26,105,103,86,53070,1788,0.9664864864864865
3293,ZCTA5 95664,537,387,18,50,199,120,150,0,55,76,19,95664,519,0.9664804469273743
3294,ZCTA5 32732,1760,1727,59,314,805,549,33,0,0,17,16,32732,1701,0.9664772727272727
3295,ZCTA5 81069,835,775,28,141,351,255,60,0,11,43,6,81069,807,0.9664670658682635
3296,ZCTA5 07756,1967,780,0,65,124,591,1187,66,188,379,554,7756,1901,0.9664463650228775
3297,ZCTA5 06259,1788,1402,33,362,375,632,386,27,136,112,111,6259,1728,0.9664429530201343
3298,ZCTA5 45409,2920,1723,28,109,589,997,1197,70,227,423,477,45409,2822,0.9664383561643836
3299,ZCTA5 20833,2473,2329,83,173,408,1665,144,0,22,39,83,20833,2390,0.9664375252729478
3300,ZCTA5 03257,1698,1398,40,71,326,961,300,17,18,108,157,3257,1641,0.9664310954063604
3301,ZCTA5 03856,566,513,6,88,148,271,53,13,6,25,9,3856,547,0.9664310954063604
3302,ZCTA5 92808,7417,5567,146,441,1516,3464,1850,103,309,562,876,92808,7168,0.9664284751247135
3303,ZCTA5 78234,953,57,32,4,0,21,896,0,64,476,356,78234,921,0.9664218258132214
3304,ZCTA5 49892,804,725,27,278,212,208,79,0,39,20,20,49892,777,0.9664179104477612
3305,ZCTA5 91355,12030,7068,117,860,2451,3640,4962,287,699,2013,1963,91355,11626,0.9664172901080632
3306,ZCTA5 55016,11880,10264,340,2112,4079,3733,1616,59,560,539,458,55016,11481,0.9664141414141414
3307,ZCTA5 27517,10805,7249,240,340,1025,5644,3556,123,190,771,2472,27517,10442,0.9664044423877834
3308,ZCTA5 67206,7113,4712,107,418,865,3322,2401,132,515,756,998,67206,6874,0.9663995501194995
3309,ZCTA5 84738,3243,2644,53,519,1137,935,599,56,148,249,146,84738,3134,0.9663891458526056
3310,ZCTA5 18708,3362,2910,77,623,990,1220,452,36,172,161,83,18708,3249,0.9663890541344438
3311,ZCTA5 15146,12495,8401,203,1781,2403,4014,4094,217,890,1352,1635,15146,12075,0.9663865546218487
3312,ZCTA5 80530,1606,1367,40,298,545,484,239,14,77,61,87,80530,1552,0.9663760896637609
3313,ZCTA5 80525,21710,13115,257,1078,3297,8483,8595,473,1480,2761,3881,80525,20980,0.9663749424228466
3314,ZCTA5 91905,565,346,3,26,203,114,219,16,103,100,0,91905,546,0.9663716814159292
3315,ZCTA5 73014,654,509,22,208,162,117,145,0,52,64,29,73014,632,0.9663608562691132
3316,ZCTA5 55074,862,740,27,234,341,138,122,2,45,45,30,55074,833,0.9663573085846868
3317,ZCTA5 72642,1070,927,19,260,542,106,143,17,30,92,4,72642,1034,0.9663551401869159
3318,ZCTA5 68038,624,459,17,191,165,86,165,4,87,57,17,68038,603,0.9663461538461539
3319,ZCTA5 64469,891,643,15,256,192,180,248,15,152,34,47,64469,861,0.9663299663299664
3320,ZCTA5 98624,683,518,23,133,226,136,165,0,46,101,18,98624,660,0.9663250366032211
3321,ZCTA5 75567,1752,1358,47,717,373,221,394,12,201,153,28,75567,1693,0.966324200913242
3322,ZCTA5 38119,9767,5268,72,453,1360,3383,4499,257,909,1591,1742,38119,9438,0.9663151428278899
3323,ZCTA5 51347,653,568,22,178,232,136,85,0,27,47,11,51347,631,0.9663093415007658
3324,ZCTA5 38103,7123,2103,31,145,304,1623,5020,209,473,556,3782,38103,6883,0.9663063316018532
3325,ZCTA5 50125,7805,5559,102,1368,1893,2196,2246,161,939,785,361,50125,7542,0.9663036515054453
3326,ZCTA5 60429,5816,3722,136,693,1550,1343,2094,60,623,1082,329,60429,5620,0.9662998624484181
3327,ZCTA5 52214,1424,1192,44,478,453,217,232,4,150,62,16,52214,1376,0.9662921348314607
3328,ZCTA5 73173,1038,999,35,147,288,529,39,0,0,6,33,73173,1003,0.9662813102119461
3329,ZCTA5 68826,1660,1069,16,309,539,205,591,40,126,330,95,68826,1604,0.9662650602409638
3330,ZCTA5 12009,2993,2449,64,407,689,1289,544,37,200,157,150,12009,2892,0.9662545940527898
3331,ZCTA5 06472,2400,2162,81,582,646,853,238,0,105,88,45,6472,2319,0.96625
3332,ZCTA5 32607,11911,4065,111,427,993,2534,7846,291,1281,3709,2565,32607,11509,0.9662496851649736
3333,ZCTA5 33472,7940,7247,268,1380,2138,3461,693,0,127,197,369,33472,7672,0.9662468513853905
3334,ZCTA5 53711,20946,13219,152,859,2513,9695,7727,555,1427,2547,3198,53711,20239,0.9662465387186098
3335,ZCTA5 57002,385,300,13,90,74,123,85,0,28,41,16,57002,372,0.9662337662337662
3336,ZCTA5 55014,9682,8457,204,1691,3162,3400,1225,123,325,461,316,55014,9355,0.9662259863664532
3337,ZCTA5 14450,17112,13422,211,1502,3179,8530,3690,367,851,1233,1239,14450,16534,0.9662225338943432
3338,ZCTA5 66611,4648,2545,73,440,889,1143,2103,84,544,809,666,66611,4491,0.9662220309810671
3339,ZCTA5 16037,1864,1557,47,561,376,573,307,16,153,48,90,16037,1801,0.9662017167381974
3340,ZCTA5 23235,13047,9301,315,1298,2239,5449,3746,126,638,1542,1440,23235,12606,0.9661991262359163
3341,ZCTA5 02650,355,263,0,59,0,204,92,12,19,61,0,2650,343,0.9661971830985916
3342,ZCTA5 03053,8963,7804,192,1517,2456,3639,1159,111,287,492,269,3053,8660,0.9661943545687828
3343,ZCTA5 83622,886,749,17,166,323,243,137,13,31,68,25,83622,856,0.9661399548532731
3344,ZCTA5 13066,5168,3973,95,313,796,2769,1195,80,218,427,470,13066,4993,0.9661377708978328
3345,ZCTA5 95134,11419,1885,179,486,456,764,9534,208,298,829,8199,95134,11032,0.9661091163849724
3346,ZCTA5 67831,413,296,9,105,90,92,117,5,41,31,40,67831,399,0.9661016949152542
3347,ZCTA5 57241,413,329,12,141,86,90,84,2,67,7,8,57241,399,0.9661016949152542
3348,ZCTA5 11795,7899,7463,263,1793,2323,3084,436,5,105,128,198,11795,7631,0.9660716546398278
3349,ZCTA5 55616,3330,2547,69,721,976,781,783,44,184,451,104,55616,3217,0.966066066066066
3350,ZCTA5 06371,4155,3433,86,566,655,2126,722,55,121,258,288,6371,4014,0.9660649819494584
3351,ZCTA5 07676,3240,3056,86,564,673,1733,184,24,20,33,107,7676,3130,0.9660493827160493
3352,ZCTA5 84653,2356,2070,73,289,681,1027,286,7,68,130,81,84653,2276,0.966044142614601
3353,ZCTA5 08802,1443,1321,43,312,360,606,122,6,42,17,57,8802,1394,0.966042966042966
3354,ZCTA5 40222,9952,5757,130,486,1218,3923,4195,208,689,1446,1852,40222,9614,0.9660369774919614
3355,ZCTA5 14425,4943,3371,8,665,1116,1582,1572,160,192,684,536,14425,4775,0.966012542990087
3356,ZCTA5 07403,2883,1892,66,471,507,848,991,32,295,260,404,7403,2785,0.9660076309399931
3357,ZCTA5 35758,18208,12111,160,900,2294,8757,6097,459,903,2358,2377,35758,17589,0.9660039543057997
3358,ZCTA5 51467,294,268,10,122,86,50,26,0,20,6,0,51467,284,0.9659863945578231
3359,ZCTA5 20121,9759,6075,93,817,1369,3796,3684,239,813,800,1832,20121,9427,0.9659801209140281
3360,ZCTA5 77546,17894,13999,438,1648,4205,7708,3895,171,1103,1728,893,77546,17285,0.9659662456689393
3361,ZCTA5 99702,999,5,5,0,0,0,994,29,138,527,300,99702,965,0.965965965965966
3362,ZCTA5 61740,617,497,10,202,182,103,120,11,53,31,25,61740,596,0.965964343598055
3363,ZCTA5 46804,11926,8489,290,1470,2584,4145,3437,116,929,1219,1173,46804,11520,0.9659567331879926
3364,ZCTA5 34229,3407,2859,89,430,753,1587,548,27,167,157,197,34229,3291,0.965952450836513
3365,ZCTA5 99004,7753,4370,163,656,1437,2114,3383,101,387,2251,644,99004,7489,0.9659486650328905
3366,ZCTA5 49885,881,801,30,263,284,224,80,0,49,24,7,49885,851,0.9659477866061293
3367,ZCTA5 02830,2290,1785,40,351,605,789,505,38,205,181,81,2830,2212,0.965938864628821
3368,ZCTA5 37221,17260,11954,243,1470,2836,7405,5306,345,924,1706,2331,37221,16672,0.9659327925840093
3369,ZCTA5 11572,10155,8953,125,2274,1898,4656,1202,221,285,442,254,11572,9809,0.9659281142294436
3370,ZCTA5 55790,939,732,21,174,279,258,207,11,77,97,22,55790,907,0.9659211927582535
3371,ZCTA5 01611,792,506,18,131,194,163,286,9,139,78,60,1611,765,0.9659090909090909
3372,ZCTA5 84010,15185,10690,162,1438,3311,5779,4495,356,973,1651,1515,84010,14667,0.965887388870596
3373,ZCTA5 02186,8881,7459,185,801,1345,5128,1422,118,373,223,708,2186,8578,0.9658822204706677
3374,ZCTA5 21146,9609,8788,271,946,1670,5901,821,57,176,235,353,21146,9281,0.9658653345821625
3375,ZCTA5 61723,996,857,22,349,286,200,139,12,58,49,20,61723,962,0.9658634538152611
3376,ZCTA5 18470,820,707,28,297,170,212,113,0,13,56,44,18470,792,0.9658536585365853
3377,ZCTA5 85715,7731,5200,109,469,1697,2925,2531,155,421,1097,858,85715,7467,0.9658517656189367
3378,ZCTA5 11769,3366,2844,100,456,1102,1186,522,15,240,162,105,11769,3251,0.9658348187759952
3379,ZCTA5 44136,10329,7615,237,1527,2027,3824,2714,116,850,843,905,44136,9976,0.965824377964953
3380,ZCTA5 56723,351,280,7,98,102,73,71,5,20,20,26,56723,339,0.9658119658119658
3381,ZCTA5 16025,2106,1813,54,940,477,342,293,18,143,90,42,16025,2034,0.9658119658119658
3382,ZCTA5 55033,11724,9027,241,2351,3385,3050,2697,160,1237,760,540,55033,11323,0.9657966564312521
3383,ZCTA5 06355,5436,4313,136,659,883,2635,1123,50,190,263,620,6355,5250,0.9657836644591612
3384,ZCTA5 28204,3536,946,0,26,109,811,2590,121,295,671,1503,28204,3415,0.9657805429864253
3385,ZCTA5 60068,14231,11728,359,1508,2137,7724,2503,128,515,806,1054,60068,13744,0.9657789333145949
3386,ZCTA5 19335,18026,14565,412,2150,2847,9156,3461,205,1050,987,1219,19335,17409,0.9657716631532232
3387,ZCTA5 37143,1519,1293,43,480,463,307,226,9,149,57,11,37143,1467,0.9657669519420672
3388,ZCTA5 05674,701,570,18,82,106,364,131,6,65,5,55,5674,677,0.9657631954350927
3389,ZCTA5 08020,934,868,32,350,199,287,66,0,52,0,14,8020,902,0.9657387580299786
3390,ZCTA5 68843,321,288,9,90,114,75,33,2,16,6,9,68843,310,0.9657320872274143
3391,ZCTA5 60119,3588,3042,92,528,926,1496,546,31,46,344,125,60119,3465,0.9657190635451505
3392,ZCTA5 66547,3558,2524,37,646,766,1075,1034,85,386,317,246,66547,3436,0.9657110736368747
3393,ZCTA5 53583,2508,1824,34,548,725,517,684,52,276,196,160,53583,2422,0.9657097288676236
3394,ZCTA5 95677,9153,6181,121,737,2400,2923,2972,193,479,1504,796,95677,8839,0.9656943078771988
3395,ZCTA5 85540,1020,0,0,0,0,0,1020,35,382,465,138,85540,985,0.9656862745098039
3396,ZCTA5 05036,437,365,12,123,88,142,72,3,39,26,4,5036,422,0.965675057208238
3397,ZCTA5 98607,11126,8692,228,868,2586,5010,2434,154,440,923,917,98607,10744,0.9656660075498832
3398,ZCTA5 14546,1893,1363,31,292,471,569,530,34,199,227,70,14546,1828,0.965662968832541
3399,ZCTA5 34949,4048,3305,139,616,1050,1500,743,0,240,282,221,34949,3909,0.9656620553359684
3400,ZCTA5 95722,1951,1787,67,255,776,689,164,0,67,75,22,95722,1884,0.9656586365966171
3401,ZCTA5 95524,757,594,4,88,163,339,163,22,5,68,68,95524,731,0.9656538969616909
3402,ZCTA5 16123,786,714,16,331,157,210,72,11,48,6,7,16123,759,0.9656488549618321
3403,ZCTA5 45807,4919,3900,105,1608,1336,851,1019,64,351,444,160,45807,4750,0.9656434234600528
3404,ZCTA5 02093,4162,3465,35,543,806,2081,697,108,196,215,178,2093,4019,0.9656415185007208
3405,ZCTA5 45314,1426,1023,41,228,260,494,403,8,94,143,158,45314,1377,0.9656381486676017
3406,ZCTA5 02646,931,821,32,125,179,485,110,0,8,43,59,2646,899,0.9656283566058003
3407,ZCTA5 55057,8088,5826,147,997,1714,2968,2262,131,567,785,779,55057,7810,0.9656280909990109
3408,ZCTA5 50648,1571,1311,43,476,496,296,260,11,54,165,30,50648,1517,0.9656269891788669
3409,ZCTA5 46163,4507,4160,152,1105,1386,1517,347,3,170,130,44,46163,4352,0.965609052584868
3410,ZCTA5 58703,9362,5570,199,1275,1966,2130,3792,123,1135,1565,969,58703,9040,0.9656056398205511
3411,ZCTA5 36549,2093,1910,72,703,657,478,183,0,145,26,12,36549,2021,0.9655996177735309
3412,ZCTA5 52341,465,399,0,158,99,142,66,16,0,28,22,52341,449,0.9655913978494624
3413,ZCTA5 60516,11973,9341,240,1365,2353,5383,2632,172,393,828,1239,60516,11561,0.9655892424622067
3414,ZCTA5 61259,494,394,9,173,85,127,100,8,46,28,18,61259,477,0.9655870445344129
3415,ZCTA5 98638,552,447,19,133,179,116,105,0,64,32,9,98638,533,0.9655797101449275
3416,ZCTA5 06469,1133,907,39,248,349,271,226,0,133,71,22,6469,1094,0.9655781112091791
3417,ZCTA5 59088,639,446,10,125,217,94,193,12,37,110,34,59088,617,0.9655712050078247
3418,ZCTA5 98070,4501,3589,61,274,1018,2236,912,94,292,248,278,98070,4346,0.9655632081759609
3419,ZCTA5 12094,929,796,32,286,334,144,133,0,84,13,36,12094,897,0.9655543595263725
3420,ZCTA5 60546,5864,4427,97,837,1119,2374,1437,105,361,374,597,60546,5662,0.9655525238744884
3421,ZCTA5 14850,24788,10793,314,1123,1712,7644,13995,540,1908,3493,8054,14850,23934,0.9655478457318057
3422,ZCTA5 32459,6356,4917,61,388,1654,2814,1439,158,421,300,560,32459,6137,0.9655443675267463
3423,ZCTA5 28209,10593,5676,186,333,890,4267,4917,179,761,1320,2657,28209,10228,0.9655432833002926
3424,ZCTA5 81428,1393,1089,16,389,275,409,304,32,107,75,90,81428,1345,0.9655419956927495
3425,ZCTA5 55976,3017,2417,70,723,941,683,600,34,182,327,57,55976,2913,0.9655286708650977
3426,ZCTA5 67119,580,395,15,143,139,98,185,5,65,90,25,67119,560,0.9655172413793104
3427,ZCTA5 52037,464,416,14,152,154,96,48,2,10,25,11,52037,448,0.9655172413793104
3428,ZCTA5 04543,928,549,11,107,161,270,379,21,68,114,176,4543,896,0.9655172413793104
3429,ZCTA5 98028,8699,6310,92,644,1357,4217,2389,208,363,817,1001,98028,8399,0.9655132773882056
3430,ZCTA5 53597,7159,5671,109,818,1593,3151,1488,138,365,564,421,53597,6912,0.9654979745774549
3431,ZCTA5 23059,12489,9363,287,763,1728,6585,3126,144,525,1005,1452,23059,12058,0.9654896308751701
3432,ZCTA5 43445,521,494,18,149,239,88,27,0,8,19,0,43445,503,0.9654510556621881
3433,ZCTA5 68512,5296,3420,113,383,1098,1826,1876,70,312,669,825,68512,5113,0.9654456193353474
3434,ZCTA5 01721,6685,5456,157,753,906,3640,1229,74,507,280,368,1721,6454,0.9654450261780104
3435,ZCTA5 04039,3125,2432,40,556,782,1054,693,68,287,214,124,4039,3017,0.96544
3436,ZCTA5 81224,1331,805,0,98,180,527,526,46,54,174,252,81224,1285,0.9654395191585274
3437,ZCTA5 66618,3557,3201,114,780,939,1368,356,9,99,82,166,66618,3434,0.9654202980039359
3438,ZCTA5 48022,954,922,33,391,365,133,32,0,15,12,5,48022,921,0.9654088050314465
3439,ZCTA5 02563,3902,3401,96,495,990,1820,501,39,144,121,197,2563,3767,0.9654023577652486
3440,ZCTA5 33154,6272,3428,145,288,894,2101,2844,72,384,696,1692,33154,6055,0.9654017857142857
3441,ZCTA5 60655,10231,8856,299,1719,2956,3882,1375,55,195,483,642,60655,9877,0.9653992767080442
3442,ZCTA5 94973,751,593,0,56,136,401,158,26,0,72,60,94973,725,0.9653794940079894
3443,ZCTA5 78620,5805,5014,105,659,1286,2964,791,96,132,283,280,78620,5604,0.965374677002584
3444,ZCTA5 55042,3292,3138,88,660,681,1709,154,26,35,50,43,55042,3178,0.965370595382746
3445,ZCTA5 92677,25667,17760,358,1472,4625,11305,7907,531,1191,2979,3206,92677,24778,0.9653640861806989
3446,ZCTA5 53507,808,694,11,187,290,206,114,17,29,39,29,53507,780,0.9653465346534653
3447,ZCTA5 76250,404,353,14,82,151,106,51,0,13,19,19,76250,390,0.9653465346534653
3448,ZCTA5 99170,404,302,3,107,116,76,102,11,43,23,25,99170,390,0.9653465346534653
3449,ZCTA5 21755,2020,1884,70,516,467,831,136,0,56,36,44,21755,1950,0.9653465346534653
3450,ZCTA5 35080,6261,5730,109,802,1504,3315,531,108,101,171,151,35080,6044,0.9653409998402811
3451,ZCTA5 49426,12406,11191,361,2605,3476,4749,1215,69,343,422,381,49426,11976,0.9653393519264872
3452,ZCTA5 15445,1154,943,40,485,253,165,211,0,147,42,22,15445,1114,0.9653379549393414
3453,ZCTA5 20695,2855,2327,87,477,818,945,528,12,182,233,101,20695,2756,0.965323992994746
3454,ZCTA5 67441,461,350,10,109,176,55,111,6,64,39,2,67441,445,0.96529284164859
3455,ZCTA5 62034,5589,4092,81,539,978,2494,1497,113,270,541,573,62034,5395,0.9652889604580426
3456,ZCTA5 53574,1497,1294,52,256,476,510,203,0,82,75,46,53574,1445,0.9652638610554443
3457,ZCTA5 07438,4288,3956,140,1079,862,1875,332,9,134,97,92,7438,4139,0.9652518656716418
3458,ZCTA5 24060,18185,7549,255,976,1055,5263,10636,377,1259,4130,4870,24060,17553,0.9652460819356613
3459,ZCTA5 50849,1122,863,19,354,334,156,259,20,121,84,34,50849,1083,0.9652406417112299
3460,ZCTA5 10510,3567,2976,63,178,322,2413,591,61,182,108,240,10510,3443,0.9652368937482478
3461,ZCTA5 21132,949,890,33,232,301,324,59,0,17,26,16,21132,916,0.9652265542676501
3462,ZCTA5 11954,1380,1186,48,242,339,557,194,0,44,88,62,11954,1332,0.9652173913043478
3463,ZCTA5 78681,17105,13118,318,1194,3159,8447,3987,277,595,1793,1322,78681,16510,0.9652148494592224
3464,ZCTA5 95682,11010,8239,237,1127,3561,3314,2771,146,619,1418,588,95682,10627,0.9652134423251589
3465,ZCTA5 07932,3966,2746,52,434,362,1898,1220,86,60,173,901,7932,3828,0.9652042360060514
3466,ZCTA5 60187,9825,7225,165,560,1335,5165,2600,177,490,726,1207,60187,9483,0.9651908396946565
3467,ZCTA5 04660,517,453,18,118,78,239,64,0,23,15,26,4660,499,0.965183752417795
3468,ZCTA5 15672,1436,1027,36,323,356,312,409,14,210,87,98,15672,1386,0.9651810584958217
3469,ZCTA5 96701,13209,8416,252,1731,2667,3766,4793,208,1264,2133,1188,96701,12749,0.9651752592929064
3470,ZCTA5 97321,10450,7635,197,1097,2974,3367,2815,167,851,1374,423,97321,10086,0.9651674641148326
3471,ZCTA5 85308,24544,17197,551,2828,6698,7120,7347,304,1497,2898,2648,85308,23689,0.9651646023468058
3472,ZCTA5 98008,9214,6864,118,519,1320,4907,2350,203,232,721,1194,98008,8893,0.9651617104406338
3473,ZCTA5 70819,1550,1219,27,413,600,179,331,27,123,129,52,70819,1496,0.9651612903225807
3474,ZCTA5 04679,775,507,0,123,137,247,268,27,89,80,72,4679,748,0.9651612903225807
3475,ZCTA5 55304,16272,14954,365,3020,5486,6083,1318,202,305,629,182,55304,15705,0.9651548672566371
3476,ZCTA5 53508,2181,1788,48,429,622,689,393,28,76,220,69,53508,2105,0.9651535992663915
3477,ZCTA5 43566,3097,2644,89,370,830,1355,453,19,81,111,242,43566,2989,0.9651275427833387
3478,ZCTA5 73120,17459,9182,244,1044,2613,5281,8277,365,2096,3311,2505,73120,16850,0.9651182771063634
3479,ZCTA5 68317,688,640,24,199,183,234,48,0,21,21,6,68317,664,0.9651162790697675
3480,ZCTA5 54115,17343,11613,283,2657,3573,5100,5730,322,1377,2012,2019,54115,16738,0.9651156086028946
3481,ZCTA5 06415,6220,4730,54,949,1531,2196,1490,163,406,344,577,6415,6003,0.965112540192926
3482,ZCTA5 33706,8513,6154,246,793,1763,3352,2359,51,636,772,900,33706,8216,0.9651121813696699
3483,ZCTA5 08071,3554,2640,60,577,971,1032,914,64,339,300,211,8071,3430,0.9651097355092854
3484,ZCTA5 06762,2694,2482,72,364,544,1502,212,22,68,68,54,6762,2600,0.9651076466221232
3485,ZCTA5 66868,315,259,11,72,53,123,56,0,20,36,0,66868,304,0.9650793650793651
