,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,Estimate!!Total!!Owner occupied!!Householder 15 to 24 years,Estimate!!Total!!Owner occupied!!Householder 25 to 34 years,Estimate!!Total!!Owner occupied!!Householder 35 to 44 years,Estimate!!Total!!Owner occupied!!Householder 45 to 54 years,Estimate!!Total!!Owner occupied!!Householder 55 to 59 years,Estimate!!Total!!Owner occupied!!Householder 60 to 64 years,Estimate!!Total!!Owner occupied!!Householder 65 to 74 years,Estimate!!Total!!Owner occupied!!Householder 75 to 84 years,Estimate!!Total!!Owner occupied!!Householder 85 years and over,Estimate!!Total!!Renter occupied,Estimate!!Total!!Renter occupied!!Householder 15 to 24 years,Estimate!!Total!!Renter occupied!!Householder 25 to 34 years,Estimate!!Total!!Renter occupied!!Householder 35 to 44 years,Estimate!!Total!!Renter occupied!!Householder 45 to 54 years,Estimate!!Total!!Renter occupied!!Householder 55 to 59 years,Estimate!!Total!!Renter occupied!!Householder 60 to 64 years,Estimate!!Total!!Renter occupied!!Householder 65 to 74 years,Estimate!!Total!!Renter occupied!!Householder 75 to 84 years,Estimate!!Total!!Renter occupied!!Householder 85 years and over,zip code tabulation area,15-34 Renters,%15-34 Renters
170,ZCTA5 46202,9403,2565,38,301,551,469,247,275,424,200,60,6838,1433,2893,810,614,307,369,283,74,55,46202,4326,0.46006593640327553
171,ZCTA5 29631,5814,2543,109,320,365,406,282,176,588,181,116,3271,2050,620,222,104,60,38,84,37,56,29631,2670,0.45923632610939114
172,ZCTA5 36832,9834,3877,768,861,470,634,253,326,375,158,32,5957,2913,1603,628,348,116,67,221,61,0,36832,4516,0.4592231035184055
173,ZCTA5 14607,9647,1646,22,262,186,364,91,228,305,160,28,8001,1373,3050,1101,1086,449,414,363,126,39,14607,4423,0.45848450295428633
174,ZCTA5 02142,1522,215,10,35,20,16,0,26,68,34,6,1307,128,568,234,88,60,121,82,26,0,2142,696,0.45729303547963207
175,ZCTA5 63101,2163,349,0,30,117,64,46,53,39,0,0,1814,318,668,201,324,16,124,132,20,11,63101,986,0.4558483587609801
176,ZCTA5 83440,10138,4601,103,642,840,956,576,336,649,362,137,5537,2845,1774,431,126,143,25,77,50,66,83440,4619,0.4556125468534228
177,ZCTA5 94130,595,0,0,0,0,0,0,0,0,0,0,595,7,264,127,95,32,44,26,0,0,94130,271,0.45546218487394957
178,ZCTA5 82072,7057,2955,44,305,630,633,161,407,494,206,75,4102,2127,1079,351,89,132,98,112,61,53,82072,3206,0.45430069434603937
179,ZCTA5 19104,16368,3571,40,345,532,624,560,435,634,319,82,12797,2977,4447,1661,1284,542,491,883,387,125,19104,7424,0.45356793743890517
180,ZCTA5 21201,9269,1106,7,223,168,227,123,115,158,62,23,8163,639,3564,992,838,479,420,757,391,83,21201,4203,0.4534469737835797
181,ZCTA5 26505,14882,5070,139,821,697,656,601,578,868,413,297,9812,3445,3303,1093,764,311,209,325,175,187,26505,6748,0.45343367826904984
182,ZCTA5 75001,8361,1461,13,196,137,291,157,121,360,149,37,6900,693,3095,1150,1048,429,208,208,69,0,75001,3788,0.45305585456285136
183,ZCTA5 60604,479,170,22,11,4,34,10,26,49,14,0,309,70,147,12,12,33,35,0,0,0,60604,217,0.453027139874739
184,ZCTA5 78215,1783,96,17,31,0,19,0,5,15,5,4,1687,179,627,335,239,83,140,56,28,0,78215,806,0.45204711160964667
185,ZCTA5 55403,11082,2291,0,298,417,268,443,216,413,178,58,8791,966,4034,884,1248,589,190,475,237,168,55403,5000,0.4511820970943873
186,ZCTA5 98102,15370,4608,111,789,876,1069,373,340,794,224,32,10762,1272,5662,1905,841,196,398,275,146,67,98102,6934,0.4511385816525699
187,ZCTA5 37201,437,204,0,53,49,0,3,68,31,0,0,233,15,182,16,7,13,0,0,0,0,37201,197,0.45080091533180777
188,ZCTA5 47408,8856,3148,64,214,447,579,475,341,536,373,119,5708,2638,1348,447,281,185,119,286,195,209,47408,3986,0.4500903342366757
189,ZCTA5 43212,11313,4025,7,694,873,751,401,468,418,232,181,7288,1168,3919,673,648,233,170,235,95,147,43212,5087,0.4496596835498983
190,ZCTA5 37902,1431,302,48,85,59,21,11,22,56,0,0,1129,311,330,130,98,132,52,70,6,0,37902,641,0.4479385045422781
191,ZCTA5 38664,1349,159,0,19,33,69,0,10,28,0,0,1190,0,604,190,102,73,129,92,0,0,38664,604,0.4477390659747961
192,ZCTA5 92058,14202,3905,16,253,592,864,431,372,840,401,136,10297,2412,3931,1861,766,397,325,306,239,60,92058,6343,0.4466272356006196
193,ZCTA5 23219,2698,241,0,17,26,38,63,44,22,31,0,2457,211,993,266,225,243,240,206,0,73,23219,1204,0.4462564862861379
194,ZCTA5 79111,576,14,6,0,8,0,0,0,0,0,0,562,63,194,111,111,37,13,30,3,0,79111,257,0.4461805555555556
195,ZCTA5 76701,724,143,0,55,0,28,15,18,21,6,0,581,180,143,89,27,40,72,22,8,0,76701,323,0.44613259668508287
196,ZCTA5 02114,7426,1882,21,198,210,401,75,353,372,216,36,5544,508,2803,910,335,206,185,237,247,113,2114,3311,0.44586587664960947
197,ZCTA5 32607,11911,4065,271,424,600,874,288,577,668,273,90,7846,3093,2215,713,873,390,328,182,52,0,32607,5308,0.44563848543363277
198,ZCTA5 30363,1901,644,78,263,46,212,12,0,33,0,0,1257,393,451,180,149,0,77,7,0,0,30363,844,0.4439768542872172
199,ZCTA5 02135,19539,4816,63,572,724,950,386,502,806,610,203,14723,1905,6759,1947,1019,320,362,880,755,776,2135,8664,0.44342085060647934
200,ZCTA5 62901,10489,3530,47,360,462,602,380,338,799,415,127,6959,2596,2055,860,589,226,209,267,62,95,62901,4651,0.44341691295643054
201,ZCTA5 49006,10204,3967,57,570,742,598,356,296,707,415,226,6237,3326,1194,578,379,187,117,204,126,126,49006,4520,0.44296354370834967
202,ZCTA5 55408,15208,3750,63,572,632,728,401,431,667,229,27,11458,1558,5172,2056,1104,430,420,481,206,31,55408,6730,0.44253024723829565
203,ZCTA5 43217,751,39,0,5,0,12,7,7,0,8,0,712,73,259,109,105,52,76,28,10,0,43217,332,0.4420772303595206
204,ZCTA5 01731,555,6,0,0,0,0,0,0,6,0,0,549,18,226,230,56,5,10,4,0,0,1731,244,0.43963963963963965
205,ZCTA5 44311,2861,623,0,32,74,123,118,98,90,53,35,2238,807,448,236,195,112,174,196,61,9,44311,1255,0.4386578119538623
206,ZCTA5 42262,3086,805,77,258,183,137,34,41,59,0,16,2281,650,703,404,290,75,87,32,14,26,42262,1353,0.43843162670123137
207,ZCTA5 95811,3299,636,0,111,50,141,32,161,90,43,8,2663,215,1231,425,283,210,123,141,4,31,95811,1446,0.4383146408002425
208,ZCTA5 78229,13932,2356,12,214,267,378,229,197,620,289,150,11576,1435,4670,2386,1283,662,364,522,186,68,78229,6105,0.43819982773471144
209,ZCTA5 28203,8193,2590,0,532,596,677,289,138,261,67,30,5603,717,2866,915,506,217,154,170,32,26,28203,3583,0.437324545343586
210,ZCTA5 45220,6436,1897,17,246,285,350,223,231,325,143,77,4539,1209,1603,540,261,334,152,213,141,86,45220,2812,0.43691733996270976
211,ZCTA5 02115,9234,1126,51,186,180,209,122,110,167,81,20,8108,1639,2390,855,986,408,266,676,656,232,2115,4029,0.4363222871994802
212,ZCTA5 45232,2562,493,8,61,88,64,89,49,95,39,0,2069,289,826,350,228,104,154,55,53,10,45232,1115,0.4352068696330991
213,ZCTA5 94709,5004,1428,0,81,217,172,120,180,409,184,65,3576,778,1398,378,221,267,211,234,18,71,94709,2176,0.4348521183053557
214,ZCTA5 58203,7509,2700,129,452,399,583,256,252,414,168,47,4809,1944,1311,373,556,251,155,118,41,60,58203,3255,0.4334798242109469
215,ZCTA5 13202,2518,131,20,45,20,0,14,14,10,8,0,2387,266,825,334,436,258,105,118,17,28,13202,1091,0.43328038125496426
216,ZCTA5 16801,17841,7236,78,516,1112,1573,831,931,1466,492,237,10605,4652,3071,767,548,390,275,344,287,271,16801,7723,0.43287932290790876
217,ZCTA5 75206,20324,5430,33,1144,1202,749,766,522,649,270,95,14894,2232,6556,2245,1468,679,642,546,342,184,75206,8788,0.4323951977957095
218,ZCTA5 05401,12325,3504,55,496,493,548,350,492,691,238,141,8821,2990,2336,1006,926,359,271,515,233,185,5401,5326,0.4321298174442191
219,ZCTA5 48823,19890,8399,219,842,1354,1326,861,1025,1716,783,273,11491,6098,2473,921,606,143,270,270,301,409,48823,8571,0.43092006033182506
220,ZCTA5 59855,330,121,0,21,10,13,25,23,7,22,0,209,75,67,29,10,8,6,7,7,0,59855,142,0.4303030303030303
221,ZCTA5 78666,28183,10278,222,1256,1690,1793,1263,1421,1485,926,222,17905,7234,4874,2058,1597,546,438,648,343,167,78666,12108,0.42962069332576375
222,ZCTA5 90007,11884,1344,25,143,160,259,188,202,247,101,19,10540,2551,2551,1569,1085,611,482,974,470,247,90007,5102,0.42931672837428475
223,ZCTA5 30346,3033,111,0,0,0,0,14,59,25,13,0,2922,76,1225,695,557,167,55,96,51,0,30346,1301,0.4289482360698978
224,ZCTA5 24060,18185,7549,108,553,1422,1358,613,1022,1716,568,189,10636,4821,2976,941,896,278,177,211,145,191,24060,7797,0.428759967005774
225,ZCTA5 45203,1492,273,7,53,8,18,44,78,51,14,0,1219,295,344,112,81,101,90,125,59,12,45203,639,0.42828418230563003
226,ZCTA5 20036,4058,1448,8,363,302,142,120,223,227,39,24,2610,287,1450,497,94,51,20,173,38,0,20036,1737,0.4280433711187777
227,ZCTA5 13616,823,309,14,57,8,74,29,11,72,44,0,514,103,249,144,0,11,7,0,0,0,13616,352,0.42770352369380316
228,ZCTA5 66517,730,301,6,84,29,50,15,25,64,15,13,429,99,213,79,31,7,0,0,0,0,66517,312,0.4273972602739726
229,ZCTA5 22201,19063,6293,60,1188,1286,1388,713,551,741,335,31,12770,1243,6904,2095,1079,483,399,469,53,45,22201,8147,0.4273723967895924
230,ZCTA5 75039,9697,1593,7,341,566,242,147,166,89,35,0,8104,468,3671,1860,1047,657,170,182,49,0,75039,4139,0.4268330411467464
231,ZCTA5 76706,13206,5207,227,426,857,963,574,521,905,511,223,7999,3749,1879,917,602,232,284,246,90,0,76706,5628,0.42616992276238075
232,ZCTA5 45225,3987,585,4,4,139,97,68,78,113,30,52,3402,626,1073,501,432,230,359,115,66,0,45225,1699,0.42613493855028844
233,ZCTA5 98439,2030,229,0,45,0,39,43,68,17,17,0,1801,237,628,384,234,51,82,166,19,0,98439,865,0.42610837438423643
234,ZCTA5 74075,10454,4110,218,484,663,527,365,400,920,355,178,6344,2694,1754,659,534,136,170,186,147,64,74075,4448,0.42548306868184427
235,ZCTA5 45056,8497,3890,21,215,506,689,480,568,709,523,179,4607,2884,721,318,245,110,94,127,81,27,45056,3605,0.4242673884900553
236,ZCTA5 66502,17719,7114,262,1080,1058,1244,826,666,1072,637,269,10605,4178,3339,1332,686,270,324,221,136,119,66502,7517,0.42423387324341105
237,ZCTA5 93523,1141,220,0,28,18,16,62,17,54,25,0,921,74,410,266,98,18,21,34,0,0,93523,484,0.42418930762489043
238,ZCTA5 06268,3536,1681,4,43,182,347,175,218,390,244,78,1855,1297,201,107,76,42,23,75,34,0,6268,1498,0.4236425339366516
239,ZCTA5 47906,23812,10689,217,1058,2095,2465,888,1192,1548,790,436,13123,7162,2924,1112,672,279,184,213,227,350,47906,10086,0.42356794893331096
240,ZCTA5 96786,12684,3443,7,184,346,738,299,414,625,487,343,9241,1768,3598,1784,667,304,321,386,316,97,96786,5366,0.4230526647745191
241,ZCTA5 97401,20474,6010,63,409,956,687,730,807,1457,578,323,14464,5492,3129,1470,1077,312,540,1145,729,570,97401,8621,0.4210706261600078
242,ZCTA5 28202,6958,2340,12,783,521,423,210,97,182,112,0,4618,716,2208,641,277,207,203,254,106,6,28202,2924,0.4202356999137683
243,ZCTA5 28262,15950,5603,46,655,1270,1571,528,549,584,370,30,10347,2400,4302,1827,871,286,220,357,79,5,28262,6702,0.42018808777429467
244,ZCTA5 80202,8947,2576,31,330,516,623,285,338,267,146,40,6371,715,3041,970,568,400,339,160,164,14,80202,3756,0.4198055214038225
245,ZCTA5 30308,11168,3249,27,717,795,607,383,343,288,58,31,7919,1103,3582,1414,736,185,201,435,186,77,30308,4685,0.41950214899713467
246,ZCTA5 55454,3401,375,26,40,0,99,46,47,87,0,30,3026,582,844,572,348,171,59,149,207,94,55454,1426,0.419288444575125
247,ZCTA5 66044,10617,4117,41,623,767,826,499,438,547,253,123,6500,2298,2148,835,379,204,273,266,50,47,66044,4446,0.4187623622492229
248,ZCTA5 02109,1917,709,0,78,82,172,70,77,122,72,36,1208,69,733,119,107,43,26,48,32,31,2109,802,0.41836202399582684
249,ZCTA5 60657,36624,14252,139,3286,3390,2852,1224,1002,1429,735,195,22372,3314,12008,2895,1428,508,513,959,426,321,60657,15322,0.4183595456531236
250,ZCTA5 48933,1468,84,0,0,26,13,6,12,15,12,0,1384,221,393,216,103,153,75,149,74,0,48933,614,0.41825613079019075
251,ZCTA5 77098,8130,2243,0,176,394,224,269,328,508,224,120,5887,620,2776,1148,589,222,173,279,80,0,77098,3396,0.4177121771217712
252,ZCTA5 71245,1674,533,0,0,17,61,85,103,133,88,46,1141,563,136,226,143,8,49,5,0,11,71245,699,0.4175627240143369
253,ZCTA5 23220,13128,4260,33,675,632,821,547,496,647,281,128,8868,2180,3293,837,674,621,275,642,278,68,23220,5473,0.4168951858622791
254,ZCTA5 15203,5342,2113,24,514,203,304,189,198,429,168,84,3229,962,1265,240,137,137,148,100,170,70,15203,2227,0.41688506177461626
255,ZCTA5 77002,3739,731,40,239,153,100,77,28,45,39,10,3008,483,1075,352,324,333,205,184,52,0,77002,1558,0.41668895426584646
256,ZCTA5 40208,6015,1456,22,106,130,245,211,277,215,167,83,4559,1477,1027,537,591,307,221,292,93,14,40208,2504,0.41629260182876143
257,ZCTA5 49401,6631,3251,23,533,769,835,256,269,329,164,73,3380,2289,469,254,174,23,32,41,28,70,49401,2758,0.4159251998190318
258,ZCTA5 35816,6517,1419,10,101,213,184,230,77,239,243,122,5098,1059,1648,570,525,569,174,371,147,35,35816,2707,0.41537517262544116
259,ZCTA5 98122,18923,6004,19,1283,1383,1147,531,489,715,274,163,12919,1897,5960,2013,1264,433,380,612,243,117,98122,7857,0.4152090049146541
260,ZCTA5 33613,14335,4272,91,535,623,766,348,605,840,317,147,10063,3196,2755,1410,1235,442,371,361,112,181,33613,5951,0.4151377746773631
261,ZCTA5 78234,953,57,0,18,0,7,0,0,32,0,0,896,23,372,357,134,10,0,0,0,0,78234,395,0.4144805876180483
262,ZCTA5 92109,22554,6428,96,530,1061,924,632,727,1265,797,396,16126,1875,7470,3319,1483,545,488,635,196,115,92109,9345,0.4143389199255121
263,ZCTA5 27606,18192,6498,31,968,1159,1381,677,867,884,437,94,11694,3022,4493,1645,1318,348,509,314,35,10,27606,7515,0.41309366754617416
264,ZCTA5 28723,3488,1426,0,145,159,135,153,290,308,214,22,2062,980,457,255,172,33,113,40,12,0,28723,1437,0.41198394495412843
265,ZCTA5 15222,2526,453,0,104,51,74,32,100,39,53,0,2073,98,942,212,213,285,101,162,37,23,15222,1040,0.4117181314330958
266,ZCTA5 49931,3148,1301,32,170,232,144,196,73,329,103,22,1847,919,374,111,65,16,54,95,96,117,49931,1293,0.4107369758576874
267,ZCTA5 32301,12947,4146,164,430,635,633,441,450,826,390,177,8801,2267,3041,1274,837,436,245,465,151,85,32301,5308,0.4099791457480497
268,ZCTA5 13210,7979,2220,26,349,184,411,216,262,545,139,88,5759,1706,1563,726,698,390,306,261,85,24,13210,3269,0.4097004637172578
269,ZCTA5 28204,3536,946,0,170,243,182,70,98,138,41,4,2590,296,1145,412,369,147,93,84,44,0,28204,1441,0.40752262443438914
270,ZCTA5 75254,11720,2186,0,157,342,465,411,201,421,130,59,9534,1111,3661,2093,1344,462,295,349,158,61,75254,4772,0.40716723549488054
271,ZCTA5 02120,4933,381,0,83,69,80,28,24,57,40,0,4552,928,1074,658,594,342,303,431,165,57,2120,2002,0.4058382323129941
272,ZCTA5 77340,10986,4319,0,272,523,540,430,454,1213,656,231,6667,2979,1471,886,387,169,198,217,113,247,77340,4450,0.4050609867103586
273,ZCTA5 92277,9136,3251,95,284,345,530,454,347,634,267,295,5885,1577,2113,744,630,334,259,168,43,17,92277,3690,0.4038966725043783
274,ZCTA5 02143,11168,3236,0,547,711,687,229,388,414,194,66,7932,702,3808,1340,689,320,222,487,277,87,2143,4510,0.4038323782234957
275,ZCTA5 35205,9489,2601,23,295,370,364,335,352,465,287,110,6888,1015,2801,1049,609,254,358,431,251,120,35205,3816,0.40214985773000317
276,ZCTA5 49007,4226,1201,0,153,167,186,160,115,243,107,70,3025,831,868,358,452,122,132,169,78,15,49007,1699,0.4020350212967345
277,ZCTA5 94158,3812,1026,16,287,396,135,40,78,51,23,0,2786,152,1380,659,267,163,21,82,29,33,94158,1532,0.4018887722980063
278,ZCTA5 33716,8882,1561,0,22,325,215,153,145,517,168,16,7321,728,2835,1717,871,268,351,323,132,96,33716,3563,0.4011483900022517
279,ZCTA5 55114,1574,372,0,101,75,82,8,63,34,9,0,1202,211,420,192,125,58,86,76,34,0,55114,631,0.40088945362134687
280,ZCTA5 30605,16250,5200,174,714,664,855,448,532,1082,560,171,11050,3263,3251,1770,969,593,470,497,126,111,30605,6514,0.40086153846153844
281,ZCTA5 76205,7548,2746,15,181,272,421,517,309,573,391,67,4802,1228,1797,538,438,390,171,139,101,0,76205,3025,0.4007684154742978
282,ZCTA5 23510,3779,839,24,109,56,126,59,74,163,169,59,2940,463,1048,491,389,108,128,107,76,130,23510,1511,0.39984122783805237
283,ZCTA5 01608,1717,179,9,0,22,84,0,9,36,19,0,1538,234,452,299,301,101,67,75,9,0,1608,686,0.3995340710541642
284,ZCTA5 77027,9245,3108,0,323,440,448,332,298,790,257,220,6137,755,2937,1110,626,175,207,220,81,26,77027,3692,0.3993510005408329
285,ZCTA5 93117,15977,6024,0,243,795,1145,743,695,1321,743,339,9953,4266,2112,1314,796,432,287,398,251,97,93117,6378,0.3991988483444952
286,ZCTA5 95113,1115,180,21,6,37,53,10,21,19,13,0,935,20,425,220,112,45,0,18,36,59,95113,445,0.3991031390134529
287,ZCTA5 75287,27735,5691,15,530,883,1309,786,834,1017,263,54,22044,2109,8945,5208,3123,1182,647,658,163,9,75287,11054,0.39855777897962863
288,ZCTA5 20005,8137,1831,16,470,636,216,78,94,209,102,10,6306,421,2820,1104,771,320,281,418,93,78,20005,3241,0.39830404325918645
289,ZCTA5 39202,3446,930,12,87,141,173,104,145,154,71,43,2516,247,1119,213,250,265,190,187,24,21,39202,1366,0.3964016250725479
290,ZCTA5 60606,2084,912,0,104,226,121,127,67,261,6,0,1172,58,768,196,85,21,0,44,0,0,60606,826,0.3963531669865643
291,ZCTA5 92122,19946,6339,152,471,911,1232,492,486,1218,840,537,13607,2651,5240,2401,1241,407,366,605,241,455,92122,7891,0.3956181690564524
292,ZCTA5 68131,5650,1629,23,300,360,243,105,237,228,76,57,4021,821,1413,590,400,257,227,212,61,40,68131,2234,0.39539823008849556
293,ZCTA5 60614,33584,14969,134,3273,3402,3005,1356,1163,1858,613,165,18615,3139,10120,1842,921,422,414,912,702,143,60614,13259,0.39480109575988565
294,ZCTA5 57069,4464,2059,37,342,344,382,206,196,367,125,60,2405,1058,702,184,131,52,115,71,39,53,57069,1760,0.3942652329749104
295,ZCTA5 90024,16737,5140,37,350,520,728,470,553,1050,822,610,11597,3430,3162,1279,1020,383,612,613,374,724,90024,6592,0.39385791957937505
296,ZCTA5 95064,473,177,35,13,39,34,29,8,14,5,0,296,93,93,53,47,10,0,0,0,0,95064,186,0.39323467230443976
297,ZCTA5 92108,11097,3002,43,587,428,758,306,229,424,166,61,8095,1036,3324,1211,785,581,458,501,91,108,92108,4360,0.39289898170676757
298,ZCTA5 16803,10400,4777,38,420,962,1018,554,430,693,529,133,5623,2076,2007,606,204,58,230,145,87,210,16803,4083,0.3925961538461539
299,ZCTA5 79415,6257,2380,19,253,291,479,283,301,380,292,82,3877,1328,1127,500,383,169,92,151,43,84,79415,2455,0.39236055617708165
300,ZCTA5 30339,12263,3875,14,486,477,799,422,417,784,385,91,8388,825,3984,1585,1026,393,279,191,46,59,30339,4809,0.39215526380167987
301,ZCTA5 95816,9874,2882,18,354,595,558,286,378,474,153,66,6992,502,3369,1079,633,328,255,464,133,229,95816,3871,0.3920397002228074
302,ZCTA5 22209,7548,2595,0,415,659,444,307,235,319,199,17,4953,560,2396,852,531,168,229,187,30,0,22209,2956,0.39162692103868574
303,ZCTA5 37403,1356,419,6,34,64,71,30,128,51,35,0,937,271,260,145,68,73,56,18,46,0,37403,531,0.3915929203539823
304,ZCTA5 44113,9441,2409,11,514,481,480,221,209,317,160,16,7032,763,2932,1067,714,589,534,290,131,12,44113,3695,0.39137803198813687
305,ZCTA5 19103,15097,4915,13,505,514,711,407,313,1423,699,330,10182,732,5174,1400,730,235,408,813,451,239,19103,5906,0.39120355037424653
306,ZCTA5 77081,18656,980,0,136,190,193,123,112,152,45,29,17676,1102,6181,4562,3050,1319,626,646,133,57,77081,7283,0.3903837907375643
307,ZCTA5 95814,6425,486,0,85,41,149,27,16,90,31,47,5939,344,2161,538,625,309,580,882,334,166,95814,2505,0.3898832684824903
308,ZCTA5 45433,570,29,0,0,0,22,7,0,0,0,0,541,51,171,108,163,33,7,0,8,0,45433,222,0.3894736842105263
309,ZCTA5 73103,2645,854,10,165,182,117,120,74,144,37,5,1791,212,817,201,198,161,77,79,24,22,73103,1029,0.3890359168241966
310,ZCTA5 78752,8188,2237,8,400,565,409,325,243,142,134,11,5951,409,2775,1084,648,350,136,401,110,38,78752,3184,0.3888617489008305
311,ZCTA5 38879,301,66,0,10,8,8,17,23,0,0,0,235,16,101,53,31,34,0,0,0,0,38879,117,0.38870431893687707
312,ZCTA5 75038,12279,2084,66,199,370,628,189,242,284,71,35,10195,845,3922,2502,1715,456,294,418,43,0,75038,4767,0.3882237967261178
313,ZCTA5 76102,3542,1085,30,110,153,126,188,74,196,119,89,2457,271,1103,304,258,89,98,155,37,142,76102,1374,0.3879164313946923
314,ZCTA5 52246,10325,4349,163,605,704,904,401,505,481,386,200,5976,2130,1874,945,435,90,51,138,88,225,52246,4004,0.3877966101694915
315,ZCTA5 83843,11314,4967,153,462,794,932,636,575,988,334,93,6347,2673,1707,674,418,170,202,186,137,180,83843,4380,0.38713098815626656
316,ZCTA5 30601,9315,3198,95,333,543,676,390,375,474,254,58,6117,1748,1858,805,588,363,289,345,121,0,30601,3606,0.38711755233494366
317,ZCTA5 90028,16652,784,7,17,155,193,93,83,167,4,65,15868,1113,5326,3264,2375,885,680,1109,754,362,90028,6439,0.38668027864520776
318,ZCTA5 43402,13584,6237,120,532,957,1127,827,678,1124,633,239,7347,3459,1790,647,494,356,245,230,89,37,43402,5249,0.38641048292108365
319,ZCTA5 62201,2587,701,0,62,114,131,33,91,141,92,37,1886,338,661,227,261,116,72,162,38,11,62201,999,0.38616157711635096
320,ZCTA5 95565,301,59,0,0,3,2,13,3,27,11,0,242,42,74,51,20,16,29,10,0,0,95565,116,0.3853820598006645
321,ZCTA5 77598,11012,2331,35,253,375,481,231,374,380,134,68,8681,1241,3002,1647,1281,522,245,448,109,186,77598,4243,0.3853069378859426
322,ZCTA5 10996,885,9,0,0,6,3,0,0,0,0,0,876,12,328,319,165,38,3,11,0,0,10996,340,0.384180790960452
323,ZCTA5 60654,12068,5098,117,1352,1268,1041,435,252,415,218,0,6970,571,4063,915,781,176,287,112,33,32,60654,4634,0.3839907192575406
324,ZCTA5 55805,4713,1470,55,162,319,228,190,143,206,129,38,3243,1083,722,434,399,131,133,87,104,150,55805,1805,0.38298323785274774
325,ZCTA5 20037,6320,2413,28,352,294,348,308,126,449,358,150,3907,896,1523,542,333,85,149,221,137,21,20037,2419,0.382753164556962
326,ZCTA5 76011,9626,1939,17,192,186,427,238,278,392,153,56,7687,839,2844,1833,1100,345,284,333,58,51,76011,3683,0.38260959900270103
327,ZCTA5 38103,7123,2103,75,363,527,413,174,186,285,66,14,5020,760,1964,676,732,237,212,355,56,28,38103,2724,0.38242313631896674
328,ZCTA5 37219,811,233,0,26,18,118,0,52,19,0,0,578,135,175,94,122,18,17,17,0,0,37219,310,0.38224414303329224
329,ZCTA5 60115,16012,6350,84,687,898,1220,873,715,1052,610,211,9662,3259,2855,1331,800,436,301,385,90,205,60115,6114,0.38183862103422433
330,ZCTA5 02144,10891,3854,0,722,691,650,363,380,545,305,198,7037,983,3174,1000,503,244,405,408,166,154,2144,4157,0.38169130474703883
331,ZCTA5 48201,8338,647,58,225,80,117,35,43,85,4,0,7691,844,2324,829,808,595,716,1089,308,178,48201,3168,0.37994722955145116
332,ZCTA5 27510,7151,2337,20,244,543,408,297,207,318,250,50,4814,801,1913,784,329,226,298,320,105,38,27510,2714,0.3795273388337295
333,ZCTA5 31401,8031,2541,40,253,315,334,246,356,540,344,113,5490,1163,1882,603,486,323,302,523,139,69,31401,3045,0.3791557713858797
334,ZCTA5 06511,21266,4422,33,211,605,957,356,520,1169,463,108,16844,1370,6658,3400,2363,905,746,935,366,101,6511,8028,0.37750399699050124
335,ZCTA5 37228,763,21,0,0,0,0,0,0,0,21,0,742,143,145,35,101,15,22,178,29,74,37228,288,0.37745740498034075
336,ZCTA5 63108,10778,3124,65,363,397,536,371,479,603,289,21,7654,1173,2894,794,643,492,397,740,330,191,63108,4067,0.37734273520133604
337,ZCTA5 53713,10129,2713,37,328,408,618,314,292,421,231,64,7416,1514,2306,1471,960,441,342,263,107,12,53713,3820,0.37713495902853195
338,ZCTA5 61606,2225,902,27,61,199,234,55,89,161,53,23,1323,617,222,141,124,79,83,36,21,0,61606,839,0.3770786516853933
339,ZCTA5 80303,11183,5004,93,390,648,1012,538,543,1004,572,204,6179,2444,1769,518,321,128,148,320,253,278,80303,4213,0.3767325404632031
340,ZCTA5 37402,2182,96,0,0,5,37,7,13,19,15,0,2086,209,613,161,282,217,187,220,147,50,37402,822,0.3767186067827681
341,ZCTA5 01002,9877,4578,45,134,556,951,541,641,911,510,289,5299,2194,1513,387,452,98,128,307,86,134,1002,3707,0.37531639161688773
342,ZCTA5 94123,13918,3629,0,463,741,660,296,232,543,437,257,10289,418,4805,1929,1224,314,417,673,293,216,94123,5223,0.37526943526368733
343,ZCTA5 97201,9116,2714,34,168,542,428,323,182,575,336,126,6402,1483,1928,728,783,350,320,492,200,118,97201,3411,0.3741772707327775
344,ZCTA5 43240,1982,613,9,103,81,179,20,19,98,85,19,1369,137,604,197,269,24,80,58,0,0,43240,741,0.3738647830474268
345,ZCTA5 84604,11850,6050,119,464,954,1048,602,543,1136,807,377,5800,2925,1503,445,366,149,56,133,50,173,84604,4428,0.3736708860759494
346,ZCTA5 77006,12862,4572,31,638,925,701,602,520,686,356,113,8290,896,3905,1399,862,404,374,392,58,0,77006,4801,0.37327009796299176
347,ZCTA5 78704,24115,8530,68,1300,1974,1641,937,789,1297,346,178,15585,1343,7654,3279,1545,652,456,419,177,60,78704,8997,0.3730872900684221
348,ZCTA5 14222,6468,2258,0,209,352,543,240,197,406,224,87,4210,768,1644,373,356,301,301,300,82,85,14222,2412,0.37291280148423006
349,ZCTA5 17101,1432,78,0,0,64,0,0,14,0,0,0,1354,205,329,150,138,63,94,229,65,81,17101,534,0.3729050279329609
350,ZCTA5 23507,3350,1332,7,155,190,200,219,127,310,93,31,2018,285,964,222,200,35,82,94,136,0,23507,1249,0.37283582089552236
351,ZCTA5 72701,16401,6595,135,629,1218,1251,652,885,1053,596,176,9806,3512,2602,1143,1190,338,315,387,155,164,72701,6114,0.37278214743003474
